Provider	SDeathN	SDeathR	LungN	LungR	ClotN	ClotR	SplitN	SplitR	CutsN	CutsR	HADeathR	HADeathN	HFDeathR	HFDeathN	PDeathR	PDeathN
400048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	15	NA	11
400061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	12
400079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.4	30	12.8	49	16	25
400087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	25	12.8	31	NA	19
400098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	NA	21	14.2	44
400102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	11	26	NA	14
400103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.5	25	11.3	30	12.7	30
400104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	NA	7	NA	21
400105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	6	NA	9
400106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	13.4	55	15.4	116
400109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.9	109	11.5	165	15.2	122
400110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	12	29	15.9	27
400111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	12.9	32	16.6	31
400112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.6	26	NA	19	15.6	39
400113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.1	28	11.8	41	NA	17
400114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	11.4	87	13.9	71
400115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	6	NA	11
400117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	NA	14	NA	20
400118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.6	29	12.5	61	12.6	42
400120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.2	56	13.4	104	11.9	109
400121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	12	12.7	36
400123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	13	29	14.4	58
400124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.5	47	13.2	60	NA	14
400125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	10.9	37	12.9	34
400126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	NA	9	NA	14
400127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
400128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	21	12.6	34
400130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
410001	47	130.06	5725	0.31	863	4.49	181	1.4	5886	2.93	14.9	71	11.6	261	12.8	200
410004	60	114.27	5976	0.27	1364	4.09	231	1.27	5961	2.77	16.1	105	10.9	161	10.9	203
410005	29	117.47	4408	0.45	938	2.69	173	0.6	4480	0.67	15.5	85	11.9	257	13	254
410006	39	134.47	3479	0.5	705	3.21	158	0.58	3615	2.22	14.8	53	11.9	223	11	228
410007	271	128.26	20647	0.29	6097	4.57	689	1.83	21745	4.25	12.4	442	11.1	766	9.4	534
410008	29	104.54	3420	0.24	896	2.44	99	0.72	3497	2.81	14.6	58	15	161	14.3	223
410009	106	134.14	11337	0.28	2028	3.28	346	0.99	11755	2.13	13.4	198	11.7	492	10.7	537
410010	11	NA	1049	0.3	768	2.13	318	0.73	1112	2.91	NA	NA	NA	2	NA	4
410011	47	139.9	4314	0.53	694	3.67	104	1.64	4462	2.22	16.3	143	13.5	323	13.5	199
410012	146	141.94	12859	0.22	3926	3.19	514	0.32	13647	2.9	11.4	351	12.5	512	11.6	505
410013	15	NA	3556	0.33	700	4.02	128	0.65	3797	2.57	15.4	74	10.9	269	10.1	290
420002	99	129.27	10217	0.47	2993	2.28	308	1.05	10588	1.72	16.2	327	14.1	396	14.8	637
420004	489	100.42	15424	0.27	7232	4.52	973	0.77	16957	1.88	14.4	199	11.7	327	14	257
420005	11	NA	2311	0.27	257	4.47	50	0.82	2361	1.26	15.5	66	11.5	130	11.2	113
420007	330	102.36	22368	0.18	6868	6.02	850	1.85	23890	1.49	14.9	530	10.8	866	8.8	778
420009	64	102.88	7167	0.22	1252	6.14	194	2.65	7346	1.73	16.7	101	12.7	295	12.8	633
420010	37	123.58	4911	0.37	612	5.94	123	0.66	5085	2.16	16.1	48	10.1	204	9.8	210
420011	3	NA	993	0.31	104	5.35	20	NA	1030	1.61	14.9	48	12.8	60	13.5	151
420015	38	83.48	3300	0.23	505	3.93	91	0.69	3418	2.8	16.5	79	13.2	186	12.2	293
420016	NA	NA	880	0.33	18	NA	5	NA	910	1.88	NA	5	13	65	12.4	78
420018	176	96.34	14852	0.57	5310	5.16	510	0.94	15875	1.96	13.3	316	9.3	601	13.4	328
420019	NA	NA	1538	0.31	81	4.25	26	0.88	1578	1.56	15.8	29	11.6	86	12.1	67
420020	32	133.58	5389	0.5	961	4.01	79	0.74	5418	2.15	16.1	120	12.1	168	10	182
420023	200	93.61	12897	0.4	5785	7.23	472	0.84	13427	3.15	15.8	316	14.7	711	16.6	499
420026	117	129.93	10726	0.39	4834	3.7	262	0.43	11774	2.58	13.9	623	11.3	815	13.2	324
420027	198	109.43	16666	0.16	5139	3.86	490	0.31	17235	1.54	13.5	294	12.8	683	11.2	986
420030	13	NA	3225	0.26	449	4.4	84	0.76	3325	1.55	16.8	33	11.4	211	11.2	134
420033	19	NA	2677	0.27	880	3.28	83	1.67	2765	2.66	NA	15	10.5	100	10.5	171
420036	25	120.96	5651	0.18	639	3.22	93	0.73	5850	2	15.4	164	11.8	261	15.6	267
420037	11	NA	1551	0.3	366	5.69	40	0.84	1568	2.65	NA	2	12.9	67	11.2	148
420038	25	114.23	2493	0.28	563	4.44	67	1.78	2518	1.5	15.5	31	12	131	17.9	207
420039	5	NA	2232	0.3	100	6.71	31	3.16	2275	2.25	NA	15	12.1	104	10.2	103
420043	12	NA	2829	0.37	259	4.4	38	0.82	2878	2.01	14.2	25	11.8	144	11.8	196
420048	64	109.87	4658	0.28	725	6.58	132	0.65	4863	2.9	14.6	96	11.3	292	13.6	433
420049	68	161.53	6582	0.29	1560	3.69	235	0.51	6713	1.74	16.7	85	12.8	232	10.9	339
420051	231	129.45	19105	0.25	6782	3.26	594	0.7	19478	1.5	15.7	705	10.8	810	13	559
420053	14	NA	1663	0.4	401	5.51	51	0.75	1714	3.33	16.8	40	13.2	100	12.6	78
420054	3	NA	1014	0.44	58	4.34	11	NA	1031	2.25	NA	17	10.5	68	11	54
420055	10	NA	3269	0.45	348	4.07	77	0.76	3384	1.05	15	130	15.1	203	14.5	127
420057	3	NA	668	0.33	22	NA	NA	NA	675	1.92	NA	5	9.9	34	11	45
420062	6	NA	2130	0.4	184	6.31	42	0.86	2173	1.37	14.8	25	12.4	83	12.2	168
420065	43	89.16	5190	0.32	1549	4.2	207	1.3	4755	1.62	NA	20	10.6	162	10.3	251
420066	3	NA	891	0.33	61	4.35	3	NA	920	1.88	NA	8	11.8	44	13.3	62
420067	48	118.03	6567	0.37	1754	6.71	145	0.59	6589	1.51	15.7	70	11.5	293	11.3	181
420068	72	135.31	7247	0.31	1107	6.09	210	1.95	7518	1.89	14.8	145	11.4	335	11.8	237
420069	14	NA	1622	0.39	248	4.36	59	0.82	1680	2.4	NA	9	12.2	102	9.7	108
420070	57	120.62	8698	0.2	1492	3.74	214	1.17	8923	0.89	14.4	82	10.8	484	12.3	465
420071	141	110.05	11595	0.7	3278	6.61	397	0.38	11919	2.04	14.1	267	13.2	349	13.5	402
420072	NA	NA	879	0.32	77	4.19	13	NA	907	1.75	NA	8	11.9	52	14	89
420073	117	136.78	12106	0.29	3654	4.86	577	0.32	12408	2.08	15.9	292	12.6	560	15.8	652
420078	415	122.24	20773	0.27	8749	3.81	1197	1.52	22293	3.96	16.9	597	14	813	12.8	649
420079	191	141.64	15989	0.32	4604	3.87	613	0.75	16368	1.41	15.8	275	13.4	583	14.3	576
420080	46	109.1	4782	0.51	1215	3.45	145	0.61	4958	2.87	15.5	132	16	255	11.4	306
420082	96	149.12	7581	0.26	2113	6.23	330	1.03	7798	2.66	17	159	13.2	342	13.6	331
420083	70	97.55	4836	0.21	1259	5.39	199	0.56	4851	1.81	14.3	31	12.6	246	12.1	369
420085	153	120.75	12862	0.29	3858	4.37	430	0.34	13598	2.44	13	526	11.7	717	11	490
420086	97	109.2	7231	0.48	3129	3.69	490	0.77	7241	2.01	14.4	38	9.4	180	12.6	271
420087	217	142.62	13337	0.21	5489	5.15	659	1.76	14404	1.38	17.3	311	12.7	781	12	440
420089	36	97.84	2659	0.36	1103	3.28	138	0.65	2180	2.01	NA	8	12.5	106	11.3	179
420091	152	158.26	12712	0.2	3599	5.89	362	1	13125	2.27	18.5	225	9.6	578	11.5	471
420098	44	112.17	7423	0.33	1476	4.88	150	0.63	7618	2.19	17.6	108	12.4	295	13.6	446
420101	10	NA	1227	0.31	125	3.96	25	0.86	1254	2.37	NA	5	14.5	83	14.6	108
420102	21	NA	1074	0.32	1065	3.47	32	0.91	976	2.03	NA	NA	NA	NA	NA	NA
420103	10	NA	1070	0.31	222	6.49	27	0.84	1102	2	NA	9	10.9	55	10	55
420104	NA	NA	212	0.34	33	4.31	4	NA	217	1.86	NA	4	11.5	26	NA	22
420105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	12.2	31	NA	23
421300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	11.3	58
421301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	12.6	48	11.1	81
421302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	17	14.8	50
421303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	12.8	53	12.5	63
421304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	12.1	35	13.1	53
430005	51	98.47	3352	0.82	1076	5.23	119	0.64	3435	2.06	16.6	83	12.8	166	12.5	407
430008	4	NA	1051	0.32	110	4.05	18	NA	1096	1.57	15.6	40	12.3	59	11.8	157
430012	40	120.05	3450	0.24	932	1.96	202	1.19	3524	1.93	14.9	66	11.5	151	15.4	353
430013	24	NA	2468	0.36	643	4.2	121	1.51	2548	3.16	15.9	37	13.1	171	12.3	320
430014	99	135.46	4714	0.2	1423	3.8	219	0.49	4899	1.72	14.4	145	11.3	298	10.9	377
430015	15	NA	1306	0.52	397	2.77	32	0.85	1319	1.36	NA	23	11.7	51	15.5	132
430016	188	103.22	12272	0.25	4458	3.75	617	1.36	12573	1.49	16.2	109	12.6	359	10.2	367
430027	271	95.37	15581	0.26	7535	4.15	836	0.83	16212	3	14.9	408	14.5	476	11.7	569
430048	8	NA	1103	0.32	358	2.9	36	0.81	1134	1.75	NA	9	12.6	55	14.2	150
430077	172	104.26	10515	0.27	3829	3.35	567	0.33	11072	2.69	13	369	10.5	464	10.7	484
430081	NA	NA	359	0.33	8	NA	NA	NA	366	1.98	NA	2	NA	15	11	30
430082	NA	NA	12	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	NA	NA	1
430083	NA	NA	52	0.34	NA	NA	NA	NA	53	2.04	NA	NA	NA	NA	NA	7
430084	NA	NA	279	0.34	NA	NA	NA	NA	283	2.01	NA	1	NA	9	9.8	38
430089	4	NA	744	0.33	734	2.38	9	NA	560	1.75	NA	NA	NA	NA	NA	NA
430090	3	NA	799	0.33	783	3.73	5	NA	726	1.76	NA	NA	NA	NA	NA	NA
430091	14	NA	1132	0.32	1125	2.19	21	NA	906	1.78	NA	NA	NA	NA	NA	NA
430092	NA	NA	365	0.34	364	3.06	NA	NA	322	2.45	NA	NA	NA	NA	NA	NA
430093	NA	NA	115	0.34	114	4.22	22	NA	111	1.48	NA	NA	NA	NA	NA	NA
430094	NA	NA	40	0.34	41	4.44	11	NA	41	1.86	NA	NA	NA	NA	NA	NA
430095	60	93.61	3073	0.27	2163	1.75	23	NA	3653	2.31	11.6	539	11.4	198	11.8	29
430096	NA	NA	250	0.34	245	4.64	13	NA	192	2.76	NA	NA	NA	NA	NA	1
430097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
431300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	18	12.5	61
431306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	12	13	63
431309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	24	11.1	32
431310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	12	11.7	27
431311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	15	11.1	77
431315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	11.9	41	12.8	56
431316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	17	14.3	92
431317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	11.7	31
431320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	12.4	30	10.7	46
431321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	11.4	35	11.8	103
431322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	21	10.4	46
431323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	23	11.8	30
431324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	15	13.9	60
431325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	13.1	38	12.1	70
431326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	11.2	33	10.6	64
431327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	14	11.6	34
431329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	13.9	28	NA	24
431330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	13.9	31	13.5	79
431331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	24	11.7	51
431332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	11	10.5	43
431333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	12.5	29	10.7	79
431334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	12.7	39	13.8	67
431335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.1	27	15	47	14.9	177
431336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	12.3	27	10.9	59
431337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	11.9	33	10.5	52
431338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	10.2	43	10.9	177
440001	5	NA	1393	0.42	179	3.77	19	NA	1412	1.55	NA	5	10.7	50	9.8	129
440002	299	130.22	23739	0.35	7233	3.88	664	2.03	25795	0.93	13.9	1479	12.1	1499	11	770
440003	38	125.35	4668	0.21	817	4.35	93	0.73	4897	2.33	16.1	125	12.5	173	15.3	277
440006	128	96.12	7743	0.26	1902	4.67	189	0.54	7919	1.94	15.5	124	9.9	268	10.7	346
440007	NA	NA	1360	0.32	31	4.51	NA	NA	1412	1.81	NA	15	9.7	54	8.8	257
440008	3	NA	1737	0.31	47	4.47	16	NA	1783	2.49	NA	17	13.3	114	11.7	116
440009	41	103	7120	0.23	835	4.87	171	1.31	7399	2.06	16.5	129	12.1	445	11.8	404
440010	NA	NA	847	0.33	NA	NA	NA	NA	890	1.94	NA	1	13.8	57	12.6	135
440011	103	114.36	8830	0.46	1869	2.61	285	1.16	9317	1.33	16.1	171	12.5	425	10.7	789
440012	201	99.59	13091	0.26	3443	4.11	396	2.7	13888	2.17	13.2	446	12.5	466	11.6	662
440015	312	126.67	16702	0.23	6502	7.42	669	1.77	17871	1.5	15.9	345	11.9	456	11.1	364
440016	NA	NA	1047	0.32	102	4.11	19	NA	1060	2.17	NA	16	13.9	105	11.6	85
440017	267	116.11	16499	0.31	5587	4.8	533	0.78	17510	2.39	13.4	489	9.9	460	10.1	397
440018	10	NA	2691	0.27	294	4.42	82	0.77	2762	1.06	14.4	29	12.5	100	10.6	246
440020	NA	NA	1505	0.31	68	4.25	16	NA	1551	1.64	NA	5	10.7	53	11.2	132
440025	50	110.53	3499	0.43	589	2.83	122	2.41	3629	2.19	14.2	41	11.8	203	12.6	470
440029	97	96.61	6218	0.34	2366	8.16	182	0.59	6176	2.4	13.8	127	13	262	12.1	331
440030	58	143.2	5711	0.19	1053	4.77	89	2.64	5875	2.29	18.8	175	12.2	233	11.7	352
440031	15	NA	1881	0.49	243	4.26	39	0.84	2019	2.52	NA	20	10.6	95	12.9	192
440032	11	NA	1285	0.31	56	3.97	12	NA	1341	2.51	15.4	25	9.8	64	10	62
440033	NA	NA	2089	0.4	24	NA	6	NA	2180	1.67	15.5	26	11	171	12	264
440034	194	97.05	9839	0.3	3427	2.3	305	0.95	10455	2.07	13	238	11.7	413	11.3	251
440035	106	114.46	8513	0.37	2060	4.13	203	0.58	9137	2.06	17	217	13.9	426	17	539
440039	566	125.81	19832	0.42	10202	2.69	1426	0.53	21875	2.12	14.7	394	12.7	510	13.2	315
440040	NA	NA	1239	0.32	NA	NA	NA	NA	1312	1.86	NA	8	10	131	10.6	144
440046	35	113.38	3710	0.31	617	5.91	85	1.68	3790	2.04	14.3	58	12.5	245	11.4	220
440047	NA	NA	587	0.33	11	NA	NA	NA	614	1.9	NA	10	13.2	40	16.8	69
440048	508	118.44	30025	0.39	10454	5.11	1435	0.39	31722	1.85	11.9	826	11.2	1384	11.3	1012
440049	491	170.69	39477	0.37	11632	4.78	1414	0.64	41560	0.98	15.8	947	12.4	1898	14.8	1190
440050	12	NA	1428	0.4	132	6.19	46	0.8	1479	2.12	NA	17	12.8	61	12.6	104
440051	NA	NA	1834	0.31	64	4.43	5	NA	1887	1.68	NA	22	13.8	78	13.3	106
440053	101	116.39	10348	0.25	2165	5.73	255	1.12	10607	3.06	16.4	233	13	441	12.7	750
440054	6	NA	1528	0.4	163	3.84	29	0.86	1591	1.53	NA	16	11.9	95	12.2	237
440056	3	NA	2469	0.29	156	4.83	21	NA	2609	1.42	15	41	12.8	186	13.6	219
440057	10	NA	2043	0.3	188	4.58	34	0.84	2131	1.38	14.7	34	9.4	169	10.4	161
440058	31	131.98	5096	0.23	706	2.99	101	0.68	5177	1.78	14.5	67	12.2	226	12.9	358
440059	193	104.42	11504	0.24	3951	2.72	354	0.37	12531	1.22	13.6	604	11.2	541	12.7	664
440060	NA	NA	347	0.33	58	4.34	34	0.85	358	1.69	NA	10	11.8	25	13.3	41
440061	14	NA	2607	0.28	187	6.56	37	0.84	2667	3.24	15.8	26	11.2	165	12.7	287
440063	483	100.16	22522	0.44	7406	5.95	669	1.32	23858	1.75	14.2	753	11.3	746	11.5	734
440064	6	NA	1768	0.3	145	3.82	25	0.86	1814	1.84	14.2	37	11.8	70	14.2	224
440065	66	91.34	2947	0.25	535	8.35	87	1.61	3231	2.22	16	55	13	123	14.6	342
440067	10	NA	2287	0.39	288	4.6	27	2.06	2350	1.33	15.6	32	12.8	80	14.2	117
440068	13	NA	2141	0.29	342	4.28	72	0.79	2208	1.82	NA	17	16.5	130	19	301
440070	NA	NA	1195	0.33	NA	NA	NA	NA	1229	1.89	16.8	28	11.4	56	14.7	202
440072	40	105.95	6108	0.3	554	5.11	110	1.6	6229	1.58	15.3	147	11.4	370	13.2	195
440073	140	119.97	11705	0.26	2927	2.11	309	2.16	12215	1.31	14.6	277	15	456	13	691
440081	13	NA	2025	0.28	402	4.74	59	0.81	2103	2.29	14.7	38	10.8	134	10.4	234
440082	396	88.84	21602	0.23	9768	2.23	814	0.8	23402	1.09	13.8	1158	10.2	1049	11.3	567
440083	3	NA	2632	0.3	58	7.14	12	NA	2701	1.99	16.9	34	11.7	120	13.1	177
440084	15	NA	2202	0.28	243	4.73	60	0.74	2392	1.19	14.2	25	10.8	118	10.8	267
440091	257	86.29	24909	0.3	10564	2.63	907	0.22	26497	1.24	16.2	866	11.9	1166	11.4	1092
440102	3	NA	1478	0.43	118	3.82	31	0.85	1505	1.9	NA	14	13	123	12.2	191
440104	295	139.46	12525	0.48	4587	5.91	570	2.28	13286	2.45	17.6	265	12.9	301	16	286
440109	4	NA	1389	0.31	130	3.93	34	0.87	1424	1.54	15.2	26	12.6	92	14.5	248
440110	15	NA	1591	0.52	156	4.87	41	0.81	1670	1.76	15.1	30	8.8	102	10	134
440111	7	NA	1042	0.3	163	3.82	25	0.87	1073	2.26	NA	21	NA	17	NA	16
440115	NA	NA	792	0.33	15	NA	3	NA	825	1.9	NA	5	12.5	93	12.6	78
440120	221	108.13	16070	0.31	5777	4.52	487	0.33	17108	1.5	15.1	483	12.9	638	12.7	535
440125	184	135.7	9393	0.3	3359	2.08	422	1.3	9857	1.96	13.3	233	10.9	313	12.6	426
440130	3	NA	2456	0.28	304	4.1	62	0.78	2499	1.84	17.3	31	14.4	143	16.2	146
440131	NA	NA	986	0.32	58	4.46	9	NA	1000	2.28	NA	16	11.8	52	11.6	110
440132	63	104.62	3865	0.25	1081	6.02	162	0.62	3975	1.67	16.8	76	14.2	175	12.8	265
440133	195	93.97	12519	0.26	4684	4.36	707	1.02	13003	2.09	17.8	173	13.1	500	11.7	410
440137	6	NA	2815	0.28	323	3.16	45	0.82	2903	1.19	NA	23	13.2	116	14	192
440141	NA	NA	881	0.33	5	NA	3	NA	895	1.89	NA	8	12.5	62	12.2	122
440144	58	139.4	5767	0.2	1275	4.82	117	0.67	5814	1.06	15.4	104	11.8	249	15.1	315
440147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
440148	NA	NA	1203	0.31	77	4.25	8	NA	1237	2.22	NA	17	13.3	93	10.6	137
440150	76	96.72	6186	0.54	1467	5.51	165	1.4	6218	1.25	16.2	99	14	241	10.8	350
440151	26	118.03	3046	0.42	301	5.33	40	0.85	3168	1.21	15	41	12.3	200	9.7	327
440152	32	129.91	1864	0.28	698	7.49	96	0.75	2136	2.44	NA	7	NA	24	NA	15
440153	NA	NA	1506	0.31	23	NA	10	NA	1595	1.7	15.4	29	11.3	78	10.5	166
440156	117	127.4	8807	0.54	3097	2.49	269	2.58	9523	0.95	14.7	235	13.8	330	12	376
440159	11	NA	1570	0.28	182	3.78	22	NA	1592	1.79	NA	9	12	73	13.9	35
440161	248	89.79	12176	0.39	5827	5.12	613	0.31	12621	1.54	16	291	10	533	12.7	390
440162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
440168	NA	NA	556	0.34	12	NA	6	NA	571	1.9	NA	4	12.3	25	13.4	58
440173	166	128.67	14158	0.3	4744	4.37	455	0.39	14836	1.12	14.8	390	13	585	12.6	563
440174	NA	NA	1188	0.33	NA	NA	NA	NA	1205	1.87	NA	12	11.3	71	10.7	41
440175	5	NA	2872	0.28	129	6.56	25	0.88	2997	1.76	NA	17	12.2	146	9.9	323
440176	64	114.19	4836	0.29	1252	4.19	212	1.36	4827	2.38	14.5	69	10.1	122	10.7	230
440180	7	NA	1505	0.31	100	4.06	19	NA	1571	1.96	NA	20	11.9	65	14.6	188
440181	NA	NA	522	0.33	NA	NA	NA	NA	543	1.97	NA	5	11.2	43	13.7	56
440182	NA	NA	1433	0.32	42	4.56	33	0.89	1473	2.82	NA	17	12.8	47	12.8	104
440183	113	143.01	11910	0.22	3336	6.34	302	0.43	12378	1.64	14.9	245	11.6	636	14.8	407
440184	5	NA	1562	0.3	146	4.01	26	0.86	1586	1.35	NA	7	10.8	78	7.8	215
440185	69	117.03	8722	0.34	1230	3.98	203	0.53	9098	2.56	16.1	126	12.1	313	14.4	541
440187	14	NA	3417	0.27	187	3.76	32	0.85	3513	2.7	17.1	36	14.2	160	15.4	337
440189	81	133.01	5759	0.26	1458	5.24	162	0.59	6024	1.44	15.1	211	13	252	12.9	187
440192	11	NA	1355	0.31	196	3.87	36	0.88	1405	2.23	14.8	26	12.3	87	13	183
440193	75	107.05	4488	0.42	1025	3.54	117	1.53	4665	2.16	14.6	58	11.2	157	12.5	262
440194	40	113.39	3120	0.4	655	9.2	78	0.74	3258	2.41	15.1	60	10.7	148	14.4	167
440197	38	124.18	2493	0.43	598	7.37	85	0.73	2492	2.1	16.5	79	13.1	127	11.2	160
440200	4	NA	697	0.33	60	4.35	NA	NA	715	1.9	NA	9	11.2	48	10.9	77
440218	NA	NA	835	0.33	835	3.16	NA	NA	57	1.66	NA	NA	NA	NA	NA	NA
440227	29	121.95	2224	0.27	541	3.93	72	0.79	2199	1.66	14.5	53	13.4	91	15	191
440228	32	139.48	4260	0.3	971	2.42	117	0.66	4437	0.98	15.9	38	15.1	179	14.7	308
440231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
441300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	17	15.3	59
441301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	11.6	52	11	50
441305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	10.7	51	10.2	111
441307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
441308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	11.9	60	12.1	54
441309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.8	26	12.4	50
441310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	14	89	14	269
441311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	11
441312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	11.2	94	13.4	90
441313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	20	12.1	28
441314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	11.8	71	11.1	68
441315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	12.1	60	12.8	81
441316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	13.1	52	10.1	46
450002	104	127.03	9124	0.24	2843	7.9	494	0.38	9429	3.31	16.9	121	9.6	301	13.1	301
450005	7	NA	1529	0.37	166	4.45	29	0.88	1576	2.17	15.3	40	15.3	97	12.5	137
450007	59	136.9	5164	0.29	1385	2.67	199	0.54	5373	1.94	15.1	41	11.9	267	14.8	515
450010	190	105.16	12706	0.33	3692	2.45	558	1.62	13197	2.08	16.9	427	15.9	719	13.8	648
450011	155	113.43	13344	0.25	4216	3.54	443	1.81	13910	2.89	14.5	336	14.1	669	10.8	514
450015	105	101.66	6627	0.31	1719	9.58	240	0.56	7020	2.7	12.8	72	10.6	200	12	81
450018	119	131.85	6034	0.32	1895	5.51	305	0.49	6330	2.8	15.6	171	12.4	264	10.6	185
450021	568	128.34	24811	0.28	9879	4.45	1591	0.79	26342	2.51	15.6	149	12.5	877	10.5	814
450023	82	104.04	8559	0.27	2627	4.06	371	0.93	8722	2.18	14.9	239	10.5	479	10	415
450024	48	118.5	3070	0.61	885	8.77	139	0.71	3383	3.75	14.1	36	14.4	80	13.6	73
450028	60	104.32	4870	0.39	950	3.1	157	0.64	5207	1.19	15.1	195	11.7	305	11.3	286
